State_Name,Season,Crop,Area,Production,soil_type
Jammu and Kashmir ,Whole Year ,Onion,2,5,Clayey
Jammu and Kashmir ,Whole Year ,Onion,29,75,Clayey
Jammu and Kashmir ,Whole Year ,Onion,27,69,Clayey
Jammu and Kashmir ,Whole Year ,Onion,17,44,Clayey
Jammu and Kashmir ,Rabi       ,Onion,13,33.4,Clayey
Jammu and Kashmir ,Rabi       ,Onion,6,15.4,Clayey
Jammu and Kashmir ,Rabi       ,Onion,52,133.3,Clayey
Jammu and Kashmir ,Whole Year ,Onion,17,31,Clayey
Jammu and Kashmir ,Whole Year ,Onion,244,293,Clayey
Jammu and Kashmir ,Kharif     ,Onion,9,10.8,Clayey
Jammu and Kashmir ,Whole Year ,Onion,4,4,Clayey
Jammu and Kashmir ,Whole Year ,Onion,1,1,Clayey
Jammu and Kashmir ,Whole Year ,Onion,1,3,Clayey
Jammu and Kashmir ,Rabi       ,Onion,2,5.1,Clayey
Jammu and Kashmir ,Rabi       ,Onion,6,15.3,Clayey
Jammu and Kashmir ,Kharif     ,Onion,62,55.8,Clayey
Jammu and Kashmir ,Rabi       ,Onion,20,47,Clayey
Jammu and Kashmir ,Rabi       ,Onion,30,70.5,Clayey
Jammu and Kashmir ,Rabi       ,Onion,73,172.1,Clayey
Jammu and Kashmir ,Whole Year ,Onion,8,5,Clayey
Jammu and Kashmir ,Whole Year ,Onion,8,5,Clayey
Jammu and Kashmir ,Whole Year ,Onion,8,5,Clayey
Jammu and Kashmir ,Whole Year ,Onion,9,6,Clayey
Jammu and Kashmir ,Rabi       ,Onion,5,3.3,Clayey
Jammu and Kashmir ,Rabi       ,Onion,7,4.6,Clayey
Jammu and Kashmir ,Whole Year ,Onion,137,339,Clayey
Jammu and Kashmir ,Whole Year ,Onion,138,341,Clayey
Jammu and Kashmir ,Whole Year ,Onion,128,316,Clayey
Jammu and Kashmir ,Kharif     ,Onion,20,18,Clayey
Jammu and Kashmir ,Rabi       ,Onion,86,202.1,Clayey
Jammu and Kashmir ,Rabi       ,Onion,92,216.2,Clayey
Jammu and Kashmir ,Rabi       ,Onion,102,239.7,Clayey
Jammu and Kashmir ,Rabi       ,Onion,3,7.7,Clayey
Jammu and Kashmir ,Rabi       ,Onion,12,28.2,Clayey
Jammu and Kashmir ,Rabi       ,Onion,12,28.2,Clayey
Jammu and Kashmir ,Rabi       ,Onion,12,28.5,Clayey
Jammu and Kashmir ,Whole Year ,Onion,127,217,Clayey
Jammu and Kashmir ,Whole Year ,Onion,102,159,Clayey
Jammu and Kashmir ,Whole Year ,Onion,109,175,Clayey
Jammu and Kashmir ,Whole Year ,Onion,113,184,Clayey
Jammu and Kashmir ,Kharif     ,Onion,54,43.4,Clayey
Jammu and Kashmir ,Kharif     ,Onion,2,1.6,Clayey
Jammu and Kashmir ,Rabi       ,Onion,28,66,Clayey
Jammu and Kashmir ,Whole Year ,Onion,5,4,Clayey
Jammu and Kashmir ,Whole Year ,Onion,7,6,Clayey
Jammu and Kashmir ,Kharif     ,Onion,2,2.4,Clayey
Jammu and Kashmir ,Rabi       ,Onion,2,4.5,Clayey
Jammu and Kashmir ,Kharif     ,Onion,1,0.8,Clayey
Jharkhand,Rabi       ,Onion,7.44,46,Clayey
Jharkhand,Rabi       ,Onion,39.85,263,Clayey
Jharkhand,Rabi       ,Onion,171,1124,Clayey
Jharkhand,Rabi       ,Onion,101.55,560,Clayey
Jharkhand,Rabi       ,Onion,110.7,631,Clayey
Jharkhand,Rabi       ,Onion,230,1480,Clayey
Jharkhand,Rabi       ,Onion,42.29,184,Clayey
Jharkhand,Rabi       ,Onion,23,236,Clayey
Jharkhand,Rabi       ,Onion,38.82,258,Clayey
Jharkhand,Rabi       ,Onion,22.48,149,Clayey
Jharkhand,Rabi       ,Onion,5,32,Clayey
Jharkhand,Rabi       ,Onion,89.86,392,Clayey
Jharkhand,Rabi       ,Onion,108.54,548,Clayey
Jharkhand,Rabi       ,Onion,110,1131,Clayey
Jharkhand,Rabi       ,Onion,18.36,105,Clayey
Jharkhand,Rabi       ,Onion,14.57,92,Clayey
Jharkhand,Rabi       ,Onion,3,17,Clayey
Jharkhand,Whole Year ,Onion,199.96,1634.67,Clayey
Jharkhand,Rabi       ,Onion,196.57,1515.75,Clayey
Jharkhand,Rabi       ,Onion,193.08,1297.69,Clayey
Jharkhand,Rabi       ,Onion,127.79,888,Clayey
Jharkhand,Rabi       ,Onion,135.34,999,Clayey
Jharkhand,Rabi       ,Onion,245,1365,Clayey
Jharkhand,Whole Year ,Onion,151.82,2166.92,Clayey
Jharkhand,Rabi       ,Onion,75.14,1106.44,Clayey
Jharkhand,Rabi       ,Onion,24.42,323.61,Clayey
Jharkhand,Rabi       ,Onion,79.57,1085,Clayey
Jharkhand,Rabi       ,Onion,156.16,1506,Clayey
Jharkhand,Rabi       ,Onion,80,638,Clayey
Jharkhand,Rabi       ,Onion,57.83,252,Clayey
Jharkhand,Rabi       ,Onion,15.23,77,Clayey
Jharkhand,Rabi       ,Onion,17,84,Clayey
Jharkhand,Rabi       ,Onion,363.9,1868,Clayey
Jharkhand,Rabi       ,Onion,326.19,1608,Clayey
Jharkhand,Rabi       ,Onion,298,1663,Clayey
Jharkhand,Whole Year ,Onion,287.2,2182.72,Clayey
Jharkhand,Rabi       ,Onion,287.45,2165.36,Clayey
Jharkhand,Rabi       ,Onion,449.36,2541.13,Clayey
Jharkhand,Rabi       ,Onion,445.69,2518,Clayey
Jharkhand,Rabi       ,Onion,452.91,2622,Clayey
Jharkhand,Rabi       ,Onion,213,1223,Clayey
Jharkhand,Rabi       ,Onion,14.26,62,Clayey
Jharkhand,Rabi       ,Onion,21.23,107,Clayey
Jharkhand,Rabi       ,Onion,37,471,Clayey
Jharkhand,Rabi       ,Onion,146,907,Clayey
Jharkhand,Rabi       ,Onion,37.58,249,Clayey
Jharkhand,Rabi       ,Onion,34.03,225,Clayey
Jharkhand,Rabi       ,Onion,26,167,Clayey
Jharkhand,Rabi       ,Onion,126.61,931,Clayey
Jharkhand,Rabi       ,Onion,162.88,1137,Clayey
Jharkhand,Rabi       ,Onion,74,254,Clayey
Jharkhand,Rabi       ,Onion,300.24,7711.06,Clayey
Jharkhand,Rabi       ,Onion,395.42,1274,Clayey
Jharkhand,Rabi       ,Onion,314.08,1159,Clayey
Jharkhand,Rabi       ,Onion,313,850,Clayey
Jharkhand,Rabi       ,Onion,12.82,56,Clayey
Jharkhand,Rabi       ,Onion,21.82,110,Clayey
Jharkhand,Rabi       ,Onion,357.85,2561.49,Clayey
Jharkhand,Rabi       ,Onion,329.34,3002.59,Clayey
Jharkhand,Rabi       ,Onion,358,2168,Clayey
Jharkhand,Rabi       ,Onion,372.99,2821,Clayey
Jharkhand,Rabi       ,Onion,348,2097,Clayey
Jharkhand,Rabi       ,Onion,143,920,Clayey
Jharkhand,Whole Year ,Onion,499,3212.56,Clayey
Jharkhand,Rabi       ,Onion,443.18,2456.1,Clayey
Jharkhand,Rabi       ,Onion,427.68,3927.81,Clayey
Jharkhand,Rabi       ,Onion,401.53,2817,Clayey
Jharkhand,Rabi       ,Onion,451.88,3492,Clayey
Jharkhand,Rabi       ,Onion,337,1646,Clayey
Jharkhand,Rabi       ,Onion,3.52,15,Clayey
Jharkhand,Rabi       ,Onion,27,278,Clayey
Jharkhand,Rabi       ,Onion,9.39,54,Clayey
Jharkhand,Rabi       ,Onion,15.63,99,Clayey
Jharkhand,Rabi       ,Onion,9,52,Clayey
Jharkhand,Rabi       ,Onion,182.49,937,Clayey
Jharkhand,Rabi       ,Onion,182.45,937,Clayey
Jharkhand,Rabi       ,Onion,171,792,Clayey
Karnataka,Kharif     ,Onion,3090,14100,Clayey
Karnataka,Rabi       ,Onion,1226,16070,Clayey
Karnataka,Summer     ,Onion,1032,15017,Clayey
Karnataka,Whole Year ,Onion,3614,52778,Clayey
Karnataka,Whole Year ,Onion,3819,33520,Clayey
Karnataka,Whole Year ,Onion,6247,64311,Clayey
Karnataka,Whole Year ,Onion,3329,30605,Clayey
Karnataka,Whole Year ,Onion,4269,27894,Clayey
Karnataka,Whole Year ,Onion,6986,65436,Clayey
Karnataka,Kharif     ,Onion,6732,39517,Clayey
Karnataka,Rabi       ,Onion,1478,15322,Clayey
Karnataka,Summer     ,Onion,675,9735,Clayey
Karnataka,Whole Year ,Onion,8284,59102,Clayey
Karnataka,Kharif     ,Onion,12075,81411,Clayey
Karnataka,Rabi       ,Onion,971,10215,Clayey
Karnataka,Summer     ,Onion,605,6030,Clayey
Karnataka,Kharif     ,Onion,6945,54530,Clayey
Karnataka,Rabi       ,Onion,2526,22773,Clayey
Karnataka,Summer     ,Onion,651,4053,Clayey
Karnataka,Kharif     ,Onion,17697,49445,Clayey
Karnataka,Rabi       ,Onion,2083,14319,Clayey
Karnataka,Summer     ,Onion,540,4485,Clayey
Karnataka,Kharif     ,Onion,17139,141312,Clayey
Karnataka,Rabi       ,Onion,2244,14257,Clayey
Karnataka,Summer     ,Onion,709,10377,Clayey
Karnataka,Kharif     ,Onion,18304,141893,Clayey
Karnataka,Rabi       ,Onion,1561,17276,Clayey
Karnataka,Summer     ,Onion,362,4721,Clayey
Karnataka,Kharif     ,Onion,7720,69292,Clayey
Karnataka,Rabi       ,Onion,1094,8916,Clayey
Karnataka,Summer     ,Onion,365,2841,Clayey
Karnataka,Kharif     ,Onion,10683,96861,Clayey
Karnataka,Rabi       ,Onion,972,9730,Clayey
Karnataka,Summer     ,Onion,328,3276,Clayey
Karnataka,Kharif     ,Onion,10969,82750,Clayey
Karnataka,Rabi       ,Onion,1237,10051,Clayey
Karnataka,Summer     ,Onion,313,2880,Clayey
Karnataka,Kharif     ,Onion,71,322,Clayey
Karnataka,Summer     ,Onion,150,1861,Clayey
Karnataka,Whole Year ,Onion,51,399,Clayey
Karnataka,Whole Year ,Onion,50,288,Clayey
Karnataka,Whole Year ,Onion,50,463,Clayey
Karnataka,Whole Year ,Onion,15,60,Clayey
Karnataka,Whole Year ,Onion,19,49,Clayey
Karnataka,Whole Year ,Onion,48,319,Clayey
Karnataka,Kharif     ,Onion,75,418,Clayey
Karnataka,Rabi       ,Onion,16,166,Clayey
Karnataka,Summer     ,Onion,5,83,Clayey
Karnataka,Whole Year ,Onion,59,346,Clayey
Karnataka,Kharif     ,Onion,50,298,Clayey
Karnataka,Rabi       ,Onion,8,67,Clayey
Karnataka,Summer     ,Onion,3,25,Clayey
Karnataka,Kharif     ,Onion,66,342,Clayey
Karnataka,Rabi       ,Onion,19,127,Clayey
Karnataka,Summer     ,Onion,17,93,Clayey
Karnataka,Kharif     ,Onion,77,272,Clayey
Karnataka,Rabi       ,Onion,22,130,Clayey
Karnataka,Summer     ,Onion,9,69,Clayey
Karnataka,Kharif     ,Onion,74,462,Clayey
Karnataka,Rabi       ,Onion,44,301,Clayey
Karnataka,Summer     ,Onion,4,43,Clayey
Karnataka,Kharif     ,Onion,54,267,Clayey
Karnataka,Rabi       ,Onion,42,334,Clayey
Karnataka,Summer     ,Onion,4,25,Clayey
Karnataka,Kharif     ,Onion,42,223,Clayey
Karnataka,Rabi       ,Onion,7,46,Clayey
Karnataka,Summer     ,Onion,10,57,Clayey
Karnataka,Kharif     ,Onion,30,198,Clayey
Karnataka,Rabi       ,Onion,15,105,Clayey
Karnataka,Summer     ,Onion,182,1429,Clayey
Karnataka,Kharif     ,Onion,69,354,Clayey
Karnataka,Rabi       ,Onion,11,73,Clayey
Karnataka,Summer     ,Onion,6,29,Clayey
Karnataka,Kharif     ,Onion,1766,4339,Clayey
Karnataka,Rabi       ,Onion,872,7279,Clayey
Karnataka,Summer     ,Onion,646,5240,Clayey
Karnataka,Whole Year ,Onion,3905,27015,Clayey
Karnataka,Whole Year ,Onion,2452,7783,Clayey
Karnataka,Whole Year ,Onion,1656,11635,Clayey
Karnataka,Whole Year ,Onion,5551,13647,Clayey
Karnataka,Whole Year ,Onion,3778,8693,Clayey
Karnataka,Whole Year ,Onion,6967,30687,Clayey
Karnataka,Kharif     ,Onion,7087,30512,Clayey
Karnataka,Rabi       ,Onion,355,3680,Clayey
Karnataka,Summer     ,Onion,22,366,Clayey
Karnataka,Whole Year ,Onion,7848,61455,Clayey
Karnataka,Kharif     ,Onion,12029,69205,Clayey
Karnataka,Rabi       ,Onion,644,3388,Clayey
Karnataka,Summer     ,Onion,20,169,Clayey
Karnataka,Kharif     ,Onion,6139,25941,Clayey
Karnataka,Rabi       ,Onion,661,1895,Clayey
Karnataka,Summer     ,Onion,30,164,Clayey
Karnataka,Kharif     ,Onion,11253,35930,Clayey
Karnataka,Rabi       ,Onion,1197,2519,Clayey
Karnataka,Summer     ,Onion,23,176,Clayey
Karnataka,Kharif     ,Onion,8385,52454,Clayey
Karnataka,Rabi       ,Onion,726,7333,Clayey
Karnataka,Summer     ,Onion,40,426,Clayey
Karnataka,Kharif     ,Onion,8044,48036,Clayey
Karnataka,Rabi       ,Onion,1107,2431,Clayey
Karnataka,Summer     ,Onion,32,197,Clayey
Karnataka,Kharif     ,Onion,2854,9755,Clayey
Karnataka,Rabi       ,Onion,1872,5309,Clayey
Karnataka,Summer     ,Onion,59,335,Clayey
Karnataka,Kharif     ,Onion,6722,39267,Clayey
Karnataka,Rabi       ,Onion,1105,2978,Clayey
Karnataka,Summer     ,Onion,2,16,Clayey
Karnataka,Kharif     ,Onion,10001,48132,Clayey
Karnataka,Rabi       ,Onion,930,3873,Clayey
Karnataka,Summer     ,Onion,157,770,Clayey
Karnataka,Kharif     ,Onion,7638,53886,Clayey
Karnataka,Rabi       ,Onion,150,917,Clayey
Karnataka,Summer     ,Onion,1108,12024,Clayey
Karnataka,Whole Year ,Onion,5448,39556,Clayey
Karnataka,Whole Year ,Onion,4118,29659,Clayey
Karnataka,Whole Year ,Onion,3980,47730,Clayey
Karnataka,Whole Year ,Onion,3574,57874,Clayey
Karnataka,Whole Year ,Onion,3745,42375,Clayey
Karnataka,Whole Year ,Onion,3761,38433,Clayey
Karnataka,Kharif     ,Onion,2999,25442,Clayey
Karnataka,Rabi       ,Onion,277,2871,Clayey
Karnataka,Summer     ,Onion,741,13535,Clayey
Karnataka,Whole Year ,Onion,3577,23238,Clayey
Karnataka,Kharif     ,Onion,3213,20332,Clayey
Karnataka,Rabi       ,Onion,156,1313,Clayey
Karnataka,Summer     ,Onion,476,2170,Clayey
Karnataka,Kharif     ,Onion,3148,16481,Clayey
Karnataka,Rabi       ,Onion,122,815,Clayey
Karnataka,Summer     ,Onion,605,3151,Clayey
Karnataka,Kharif     ,Onion,2732,12217,Clayey
Karnataka,Rabi       ,Onion,458,2713,Clayey
Karnataka,Summer     ,Onion,675,3705,Clayey
Karnataka,Kharif     ,Onion,2798,17961,Clayey
Karnataka,Rabi       ,Onion,84,575,Clayey
Karnataka,Summer     ,Onion,488,3044,Clayey
Karnataka,Kharif     ,Onion,3822,23822,Clayey
Karnataka,Rabi       ,Onion,268,2133,Clayey
Karnataka,Summer     ,Onion,430,1836,Clayey
Karnataka,Kharif     ,Onion,2594,14135,Clayey
Karnataka,Rabi       ,Onion,352,2304,Clayey
Karnataka,Summer     ,Onion,216,1378,Clayey
Karnataka,Kharif     ,Onion,2716,23743,Clayey
Karnataka,Rabi       ,Onion,352,2473,Clayey
Karnataka,Summer     ,Onion,1111,12048,Clayey
Karnataka,Kharif     ,Onion,5726,44431,Clayey
Karnataka,Rabi       ,Onion,567,3758,Clayey
Karnataka,Summer     ,Onion,876,5157,Clayey
Karnataka,Kharif     ,Onion,74,335,Clayey
Karnataka,Whole Year ,Onion,137,996,Clayey
Karnataka,Whole Year ,Onion,120,706,Clayey
Karnataka,Whole Year ,Onion,157,1143,Clayey
Karnataka,Whole Year ,Onion,84,625,Clayey
Karnataka,Whole Year ,Onion,76,419,Clayey
Karnataka,Whole Year ,Onion,90,744,Clayey
Karnataka,Kharif     ,Onion,77,429,Clayey
Karnataka,Whole Year ,Onion,32,178,Clayey
Karnataka,Kharif     ,Onion,32,191,Clayey
Karnataka,Kharif     ,Onion,44,228,Clayey
Karnataka,Kharif     ,Onion,45,159,Clayey
Karnataka,Kharif     ,Onion,42,262,Clayey
Karnataka,Kharif     ,Onion,44,217,Clayey
Karnataka,Kharif     ,Onion,26,138,Clayey
Karnataka,Rabi       ,Onion,1,7,Clayey
Karnataka,Summer     ,Onion,14,79,Clayey
Karnataka,Kharif     ,Onion,31,205,Clayey
Karnataka,Rabi       ,Onion,8,56,Clayey
Karnataka,Kharif     ,Onion,8,41,Clayey
Karnataka,Kharif     ,Onion,28,127,Clayey
Karnataka,Rabi       ,Onion,303,2303,Clayey
Karnataka,Whole Year ,Onion,317,6198,Clayey
Karnataka,Whole Year ,Onion,420,2438,Clayey
Karnataka,Whole Year ,Onion,568,6961,Clayey
Karnataka,Whole Year ,Onion,545,6454,Clayey
Karnataka,Whole Year ,Onion,464,4272,Clayey
Karnataka,Whole Year ,Onion,441,3836,Clayey
Karnataka,Kharif     ,Onion,91,507,Clayey
Karnataka,Rabi       ,Onion,415,4302,Clayey
Karnataka,Summer     ,Onion,22,360,Clayey
Karnataka,Whole Year ,Onion,474,2923,Clayey
Karnataka,Kharif     ,Onion,91,542,Clayey
Karnataka,Rabi       ,Onion,394,5448,Clayey
Karnataka,Summer     ,Onion,31,262,Clayey
Karnataka,Kharif     ,Onion,114,591,Clayey
Karnataka,Rabi       ,Onion,341,1311,Clayey
Karnataka,Summer     ,Onion,28,153,Clayey
Karnataka,Kharif     ,Onion,93,328,Clayey
Karnataka,Rabi       ,Onion,438,7057,Clayey
Karnataka,Summer     ,Onion,39,298,Clayey
Karnataka,Kharif     ,Onion,88,549,Clayey
Karnataka,Rabi       ,Onion,585,4006,Clayey
Karnataka,Summer     ,Onion,24,255,Clayey
Karnataka,Kharif     ,Onion,350,1728,Clayey
Karnataka,Rabi       ,Onion,691,12143,Clayey
Karnataka,Summer     ,Onion,28,172,Clayey
Karnataka,Kharif     ,Onion,289,1534,Clayey
Karnataka,Rabi       ,Onion,570,4148,Clayey
Karnataka,Summer     ,Onion,20,113,Clayey
Karnataka,Kharif     ,Onion,343,2269,Clayey
Karnataka,Rabi       ,Onion,455,5443,Clayey
Karnataka,Summer     ,Onion,123,966,Clayey
Karnataka,Kharif     ,Onion,170,873,Clayey
Karnataka,Rabi       ,Onion,389,4510,Clayey
Karnataka,Summer     ,Onion,43,211,Clayey
Karnataka,Kharif     ,Onion,4970,13886,Clayey
Karnataka,Rabi       ,Onion,1859,19819,Clayey
Karnataka,Summer     ,Onion,281,1918,Clayey
Karnataka,Whole Year ,Onion,7341,78353,Clayey
Karnataka,Whole Year ,Onion,6059,34109,Clayey
Karnataka,Whole Year ,Onion,10862,133258,Clayey
Karnataka,Whole Year ,Onion,8982,100995,Clayey
Karnataka,Whole Year ,Onion,3923,23241,Clayey
Karnataka,Whole Year ,Onion,5436,52131,Clayey
Karnataka,Kharif     ,Onion,4631,35460,Clayey
Karnataka,Rabi       ,Onion,1925,11197,Clayey
Karnataka,Summer     ,Onion,734,13347,Clayey
Karnataka,Whole Year ,Onion,9176,52655,Clayey
Karnataka,Kharif     ,Onion,11900,65716,Clayey
Karnataka,Rabi       ,Onion,3473,23742,Clayey
Karnataka,Summer     ,Onion,1816,18204,Clayey
Karnataka,Kharif     ,Onion,4022,16193,Clayey
Karnataka,Rabi       ,Onion,4982,22907,Clayey
Karnataka,Summer     ,Onion,841,3443,Clayey
Karnataka,Kharif     ,Onion,10288,18140,Clayey
Karnataka,Rabi       ,Onion,4632,18020,Clayey
Karnataka,Summer     ,Onion,895,7231,Clayey
Karnataka,Kharif     ,Onion,8831,34925,Clayey
Karnataka,Rabi       ,Onion,5439,32382,Clayey
Karnataka,Summer     ,Onion,1116,11187,Clayey
Karnataka,Kharif     ,Onion,13439,50455,Clayey
Karnataka,Rabi       ,Onion,4624,25373,Clayey
Karnataka,Summer     ,Onion,1261,7486,Clayey
Karnataka,Kharif     ,Onion,12364,50472,Clayey
Karnataka,Rabi       ,Onion,3892,23586,Clayey
Karnataka,Summer     ,Onion,1566,9047,Clayey
Karnataka,Kharif     ,Onion,11224,75002,Clayey
Karnataka,Rabi       ,Onion,4276,27989,Clayey
Karnataka,Summer     ,Onion,2351,14433,Clayey
Karnataka,Kharif     ,Onion,8824,46298,Clayey
Karnataka,Rabi       ,Onion,5373,23781,Clayey
Karnataka,Summer     ,Onion,2471,9918,Clayey
Karnataka,Kharif     ,Onion,675,8324,Clayey
Karnataka,Rabi       ,Onion,500,3536,Clayey
Karnataka,Summer     ,Onion,411,6053,Clayey
Karnataka,Whole Year ,Onion,1243,22282,Clayey
Karnataka,Whole Year ,Onion,1689,17041,Clayey
Karnataka,Whole Year ,Onion,2283,19783,Clayey
Karnataka,Whole Year ,Onion,2141,15993,Clayey
Karnataka,Whole Year ,Onion,2278,23520,Clayey
Karnataka,Whole Year ,Onion,2547,28985,Clayey
Karnataka,Kharif     ,Onion,1817,17598,Clayey
Karnataka,Rabi       ,Onion,823,8532,Clayey
Karnataka,Summer     ,Onion,218,3389,Clayey
Karnataka,Whole Year ,Onion,2425,21722,Clayey
Karnataka,Kharif     ,Onion,2628,34511,Clayey
Karnataka,Rabi       ,Onion,594,4268,Clayey
Karnataka,Summer     ,Onion,212,1791,Clayey
Karnataka,Kharif     ,Onion,2107,21830,Clayey
Karnataka,Rabi       ,Onion,784,6424,Clayey
Karnataka,Summer     ,Onion,331,1805,Clayey
Karnataka,Kharif     ,Onion,2314,19903,Clayey
Karnataka,Rabi       ,Onion,733,7743,Clayey
Karnataka,Summer     ,Onion,285,3089,Clayey
Karnataka,Kharif     ,Onion,2310,27903,Clayey
Karnataka,Rabi       ,Onion,636,6398,Clayey
Karnataka,Summer     ,Onion,222,2362,Clayey
Karnataka,Kharif     ,Onion,2591,19640,Clayey
Karnataka,Rabi       ,Onion,851,7459,Clayey
Karnataka,Summer     ,Onion,109,671,Clayey
Karnataka,Kharif     ,Onion,1756,18450,Clayey
Karnataka,Rabi       ,Onion,763,7180,Clayey
Karnataka,Summer     ,Onion,98,556,Clayey
Karnataka,Kharif     ,Onion,1683,11133,Clayey
Karnataka,Rabi       ,Onion,921,10661,Clayey
Karnataka,Summer     ,Onion,516,4051,Clayey
Karnataka,Kharif     ,Onion,1937,9948,Clayey
Karnataka,Rabi       ,Onion,864,8059,Clayey
Karnataka,Summer     ,Onion,678,3326,Clayey
Karnataka,Kharif     ,Onion,277,1651,Clayey
Karnataka,Rabi       ,Onion,156,1313,Clayey
Karnataka,Summer     ,Onion,159,1343,Clayey
Karnataka,Kharif     ,Onion,296,1535,Clayey
Karnataka,Rabi       ,Onion,269,1796,Clayey
Karnataka,Summer     ,Onion,44,240,Clayey
Karnataka,Kharif     ,Onion,367,1296,Clayey
Karnataka,Rabi       ,Onion,139,2212,Clayey
Karnataka,Summer     ,Onion,33,252,Clayey
Karnataka,Kharif     ,Onion,572,4026,Clayey
Karnataka,Rabi       ,Onion,605,4143,Clayey
Karnataka,Summer     ,Onion,15,160,Clayey
Karnataka,Kharif     ,Onion,503,2483,Clayey
Karnataka,Rabi       ,Onion,663,3406,Clayey
Karnataka,Summer     ,Onion,75,462,Clayey
Karnataka,Kharif     ,Onion,464,2463,Clayey
Karnataka,Rabi       ,Onion,665,8334,Clayey
Karnataka,Summer     ,Onion,60,340,Clayey
Karnataka,Kharif     ,Onion,413,2732,Clayey
Karnataka,Rabi       ,Onion,647,1433,Clayey
Karnataka,Summer     ,Onion,56,440,Clayey
Karnataka,Kharif     ,Onion,563,2891,Clayey
Karnataka,Rabi       ,Onion,743,4697,Clayey
Karnataka,Summer     ,Onion,47,231,Clayey
Karnataka,Kharif     ,Onion,2506,22574,Clayey
Karnataka,Rabi       ,Onion,10,103,Clayey
Karnataka,Whole Year ,Onion,2814,30946,Clayey
Karnataka,Whole Year ,Onion,2886,22825,Clayey
Karnataka,Whole Year ,Onion,3130,15600,Clayey
Karnataka,Whole Year ,Onion,3102,21476,Clayey
Karnataka,Whole Year ,Onion,3375,14091,Clayey
Karnataka,Whole Year ,Onion,5608,37927,Clayey
Karnataka,Kharif     ,Onion,6663,49740,Clayey
Karnataka,Rabi       ,Onion,9,93,Clayey
Karnataka,Summer     ,Onion,2,33,Clayey
Karnataka,Whole Year ,Onion,4043,25486,Clayey
Karnataka,Kharif     ,Onion,3735,22496,Clayey
Karnataka,Rabi       ,Onion,21,177,Clayey
Karnataka,Summer     ,Onion,2,17,Clayey
Karnataka,Kharif     ,Onion,3575,20812,Clayey
Karnataka,Rabi       ,Onion,15,100,Clayey
Karnataka,Summer     ,Onion,2,11,Clayey
Karnataka,Kharif     ,Onion,2792,24699,Clayey
Karnataka,Summer     ,Onion,2,15,Clayey
Karnataka,Kharif     ,Onion,2505,24733,Clayey
Karnataka,Summer     ,Onion,3,32,Clayey
Karnataka,Kharif     ,Onion,2531,16394,Clayey
Karnataka,Summer     ,Onion,5,31,Clayey
Karnataka,Kharif     ,Onion,5327,35480,Clayey
Karnataka,Summer     ,Onion,7,40,Clayey
Karnataka,Kharif     ,Onion,5352,34538,Clayey
Karnataka,Summer     ,Onion,11,86,Clayey
Karnataka,Kharif     ,Onion,7343,38374,Clayey
Karnataka,Summer     ,Onion,14,69,Clayey
Karnataka,Kharif     ,Onion,10982,83672,Clayey
Karnataka,Rabi       ,Onion,199,2006,Clayey
Karnataka,Summer     ,Onion,419,2620,Clayey
Karnataka,Whole Year ,Onion,18323,136619,Clayey
Karnataka,Whole Year ,Onion,15450,139200,Clayey
Karnataka,Whole Year ,Onion,14310,87444,Clayey
Karnataka,Whole Year ,Onion,10886,77697,Clayey
Karnataka,Whole Year ,Onion,10113,63625,Clayey
Karnataka,Whole Year ,Onion,13134,100647,Clayey
Karnataka,Kharif     ,Onion,13189,124143,Clayey
Karnataka,Rabi       ,Onion,1276,13228,Clayey
Karnataka,Summer     ,Onion,439,6045,Clayey
Karnataka,Whole Year ,Onion,14255,103526,Clayey
Karnataka,Kharif     ,Onion,13687,91994,Clayey
Karnataka,Rabi       ,Onion,610,3547,Clayey
Karnataka,Summer     ,Onion,268,1904,Clayey
Karnataka,Kharif     ,Onion,14810,85458,Clayey
Karnataka,Rabi       ,Onion,398,2955,Clayey
Karnataka,Summer     ,Onion,120,660,Clayey
Karnataka,Kharif     ,Onion,21717,125149,Clayey
Karnataka,Rabi       ,Onion,384,2330,Clayey
Karnataka,Summer     ,Onion,125,954,Clayey
Karnataka,Kharif     ,Onion,15607,94535,Clayey
Karnataka,Rabi       ,Onion,189,1294,Clayey
Karnataka,Summer     ,Onion,116,1234,Clayey
Karnataka,Kharif     ,Onion,14888,83758,Clayey
Karnataka,Rabi       ,Onion,154,1226,Clayey
Karnataka,Summer     ,Onion,100,616,Clayey
Karnataka,Kharif     ,Onion,11592,63696,Clayey
Karnataka,Rabi       ,Onion,158,1034,Clayey
Karnataka,Summer     ,Onion,141,800,Clayey
Karnataka,Kharif     ,Onion,11495,75732,Clayey
Karnataka,Rabi       ,Onion,4592,32264,Clayey
Karnataka,Summer     ,Onion,245,1923,Clayey
Karnataka,Kharif     ,Onion,24129,201925,Clayey
Karnataka,Rabi       ,Onion,1282,8496,Clayey
Karnataka,Summer     ,Onion,453,2222,Clayey
Karnataka,Kharif     ,Onion,5640,37540,Clayey
Karnataka,Rabi       ,Onion,72,390,Clayey
Karnataka,Summer     ,Onion,140,670,Clayey
Karnataka,Whole Year ,Onion,8520,56489,Clayey
Karnataka,Whole Year ,Onion,8150,51988,Clayey
Karnataka,Whole Year ,Onion,6422,48789,Clayey
Karnataka,Whole Year ,Onion,4661,27044,Clayey
Karnataka,Whole Year ,Onion,4606,51174,Clayey
Karnataka,Whole Year ,Onion,5459,62703,Clayey
